,Location name,Address,Day,Times,What to do,Date added,gcode,lat,long
16,Blockhouse Bay Christian Kindergarten,"76 Dundale Avenue, Blockhouse Bay, Auckland 0600",Tuesday 17 August,9.00 am - 3.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': '76', 'short_name': '76', 'types': ['street_number']}, {'long_name': 'Dundale Avenue', 'short_name': 'Dundale Ave', 'types': ['route']}, {'long_name': 'Blockhouse Bay', 'short_name': 'Blockhouse Bay', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '76 Dundale Avenue, Blockhouse Bay, Auckland 0600, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.9126719, 'lng': 174.7154625}, 'southwest': {'lat': -36.9130096, 'lng': 174.7148897}}, 'location': {'lat': -36.9128191, 'lng': 174.7151883}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9114917697085, 'lng': 174.7165250802915}, 'southwest': {'lat': -36.9141897302915, 'lng': 174.7138271197085}}}, 'place_id': 'ChIJE5af75lGDW0RuKtw9C1VxaE', 'types': ['premise']}]",-36.9128191,174.7151883
17,Northcote College,"1 Kauri Glen Road, Northcote, Auckland, 0627",Tuesday 17 August,9.00 am - 2.30 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Kauri Glen Road', 'short_name': 'Kauri Glen Rd', 'types': ['route']}, {'long_name': 'Northcote', 'short_name': 'Northcote', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0627', 'short_name': '0627', 'types': ['postal_code']}], 'formatted_address': '1 Kauri Glen Road, Northcote, Auckland 0627, New Zealand', 'geometry': {'location': {'lat': -36.8097999, 'lng': 174.7336941}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8084509197085, 'lng': 174.7350430802915}, 'southwest': {'lat': -36.8111488802915, 'lng': 174.7323451197085}}}, 'place_id': 'ChIJORmhVlg4DW0R8JQa2qokcyQ', 'plus_code': {'compound_code': '5PRM+3F Auckland, New Zealand', 'global_code': '4VMP5PRM+3F'}, 'types': ['street_address']}]",-36.8097999,174.7336941
18,PlaceMakers New Lynn,"17 Clark Street, New Lynn, Auckland, 0600",Tuesday 17 August,9.00 am - 9.40 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '17', 'short_name': '17', 'types': ['street_number']}, {'long_name': 'Clark Street', 'short_name': 'Clark St', 'types': ['route']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '17 Clark Street, Auckland 0600, New Zealand', 'geometry': {'location': {'lat': -36.9103892, 'lng': 174.6893695}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -36.90904021970849, 'lng': 174.6907184802915}, 'southwest': {'lat': -36.91173818029149, 'lng': 174.6880205197085}}}, 'place_id': 'EhwxNyBDbGFyayBTdHJlZXQsIE5ldyBaZWFsYW5kIhoSGAoUChIJUZz8Wk1BDW0RSNY6kokQUhoQEQ', 'types': ['street_address']}]",-36.9103892,174.6893695
19,Passion Bakery,"34 Birkdale Road, Birkdale, Auckland 0626",Tuesday 17 August,8.30 am - 9.45 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '34', 'short_name': '34', 'types': ['street_number']}, {'long_name': 'Birkdale Road', 'short_name': 'Birkdale Rd', 'types': ['route']}, {'long_name': 'Birkdale', 'short_name': 'Birkdale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '34 Birkdale Road, Birkdale, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.8058993, 'lng': 174.7044829}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8045503197085, 'lng': 174.7058318802915}, 'southwest': {'lat': -36.8072482802915, 'lng': 174.7031339197085}}}, 'place_id': 'ChIJK1mhlsQ4DW0Rwc0QKTm9i_0', 'plus_code': {'compound_code': '5PV3+JQ Auckland, New Zealand', 'global_code': '4VMP5PV3+JQ'}, 'types': ['street_address']}]",-36.8058993,174.7044829
20,Bus 95B or 95C Glenfiled Mall to Northcote College,Bus 95B or 95C,Tuesday 17 August,8.27 am - 8.40 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,[],,
21,Bus 926 15 Bently Avenue to Glenfield Mall 17/08/2021,Bus 926,Tuesday 17 August,8.20 am - 8.30 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '926 North Street', 'short_name': '926 North Street', 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'long_name': 'Sault Ste. Marie', 'short_name': 'Sault Ste. Marie', 'types': ['locality', 'political']}, {'long_name': 'Algoma District', 'short_name': 'Algoma District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'P6B 2C6', 'short_name': 'P6B 2C6', 'types': ['postal_code']}], 'formatted_address': '926 North Street, Sault Ste. Marie, ON P6B 2C6, Canada', 'geometry': {'location': {'lat': 46.54364, 'lng': -84.33379}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 46.54498898029149, 'lng': -84.33244101970848}, 'southwest': {'lat': 46.5422910197085, 'lng': -84.3351389802915}}}, 'place_id': 'ChIJH5JnC3E3Nk0ReGxo7RCCu-A', 'types': ['establishment', 'point_of_interest', 'transit_station']}]",46.54364,-84.33379
22,New World Mt Roskill,"53 May Road, Mt Roskill, Auckland 1041",Monday 16 August,7.00 pm - 7.20 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '53', 'short_name': '53', 'types': ['street_number']}, {'long_name': 'May Road', 'short_name': 'May Rd', 'types': ['route']}, {'long_name': 'Mount Roskill', 'short_name': 'Mount Roskill', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': '53 May Road, Mount Roskill, Auckland 1041, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.9082235, 'lng': 174.7348692}, 'southwest': {'lat': -36.9090023, 'lng': 174.7339441}}, 'location': {'lat': -36.908683, 'lng': 174.7343314}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9072639197085, 'lng': 174.7357556302915}, 'southwest': {'lat': -36.9099618802915, 'lng': 174.7330576697085}}}, 'place_id': 'ChIJj3iiy2NGDW0RT_ZeDSMDPHQ', 'types': ['premise']}]",-36.908683,174.7343314
23,Public Bus 326 Mangere-Otahuhu 16/08/21,Auckland,Monday 16 August,4.30 pm - 6.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}], 'formatted_address': 'Auckland, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.66060179999999, 'lng': 174.9684261}, 'southwest': {'lat': -37.0590199, 'lng': 174.443816}}, 'location': {'lat': -36.85088270000001, 'lng': 174.7644881}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -36.66060179999999, 'lng': 174.9684261}, 'southwest': {'lat': -37.0590199, 'lng': 174.443816}}}, 'place_id': 'ChIJ--acWvtHDW0RF5miQ2HvAAU', 'types': ['locality', 'political']}]",-36.85088270000001,174.7644881
24,Green Bay Takeaways,"56B Godley Road, Green Bay, Auckland 0604",Monday 16 August,4.00 pm - 4.15 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '56B', 'short_name': '56B', 'types': ['street_number']}, {'long_name': 'Godley Road', 'short_name': 'Godley Rd', 'types': ['route']}, {'long_name': 'Green Bay', 'short_name': 'Green Bay', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0604', 'short_name': '0604', 'types': ['postal_code']}], 'formatted_address': '56B Godley Road, Green Bay, Auckland 0604, New Zealand', 'geometry': {'location': {'lat': -36.9305973, 'lng': 174.680133}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.92924831970849, 'lng': 174.6814819802915}, 'southwest': {'lat': -36.93194628029149, 'lng': 174.6787840197085}}}, 'place_id': 'ChIJVwz-uPpDDW0RM0yPWS4WrbM', 'plus_code': {'compound_code': '3M9J+Q3 Auckland, New Zealand', 'global_code': '4VMP3M9J+Q3'}, 'types': ['street_address']}]",-36.9305973,174.680133
25,Public Bus 309X Queen St-Newmarket-Mangere 16/08/21,Auckland,Monday 16 August,3.30 pm - 5.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}], 'formatted_address': 'Auckland, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.66060179999999, 'lng': 174.9684261}, 'southwest': {'lat': -37.0590199, 'lng': 174.443816}}, 'location': {'lat': -36.85088270000001, 'lng': 174.7644881}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -36.66060179999999, 'lng': 174.9684261}, 'southwest': {'lat': -37.0590199, 'lng': 174.443816}}}, 'place_id': 'ChIJ--acWvtHDW0RF5miQ2HvAAU', 'types': ['locality', 'political']}]",-36.85088270000001,174.7644881
26,Bus 942 Northcote College to Lake Road,Bus 942,Monday 16 August,3.30 pm - 3.50 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': '942 Great Northern Road', 'short_name': '942 Great Northern Road', 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'long_name': 'Sault Ste. Marie', 'short_name': 'Sault Ste. Marie', 'types': ['locality', 'political']}, {'long_name': 'Algoma District', 'short_name': 'Algoma District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'P6A 5K7', 'short_name': 'P6A 5K7', 'types': ['postal_code']}], 'formatted_address': '942 Great Northern Road, Sault Ste. Marie, ON P6A 5K7, Canada', 'geometry': {'location': {'lat': 46.55528, 'lng': -84.3196}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 46.5566289802915, 'lng': -84.31825101970848}, 'southwest': {'lat': 46.5539310197085, 'lng': -84.3209489802915}}}, 'place_id': 'ChIJLcRx6aY3Nk0RfeAfks-n0L0', 'types': ['establishment', 'point_of_interest', 'transit_station']}]",46.55528,-84.3196
27,Coyle Park (Point Chevalier Beach),"Point Chevalier Road, Point Chevalier, Auckland 1022",Monday 16 August,2.00 pm - 2.45 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '1022', 'short_name': '1022', 'types': ['street_number']}, {'long_name': 'Point Chevalier Road', 'short_name': 'Point Chevalier Rd', 'types': ['route']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1022', 'short_name': '1022', 'types': ['postal_code']}], 'formatted_address': '1022 Point Chevalier Road, Auckland 1022, New Zealand', 'geometry': {'location': {'lat': -36.8525499, 'lng': 174.7040098}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -36.8512009197085, 'lng': 174.7053587802915}, 'southwest': {'lat': -36.8538988802915, 'lng': 174.7026608197085}}}, 'place_id': 'EiYxMDIyIFBvaW50IENoZXZhbGllciBSb2FkLCBOZXcgWmVhbGFuZCIbEhkKFAoSCcmQEiBERw1tEQARIpGU2nTHEP4H', 'types': ['street_address']}]",-36.8525499,174.7040098
28,Pizza Hut Birkenhead,"3/75 Mokoia Road, Birkenhead, 0626",Monday 16 August,1.00 pm - 2.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['subpremise']}, {'long_name': '75', 'short_name': '75', 'types': ['street_number']}, {'long_name': 'Mokoia Road', 'short_name': 'Mokoia Rd', 'types': ['route']}, {'long_name': 'Birkenhead', 'short_name': 'Birkenhead', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '3/75 Mokoia Road, Birkenhead, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.8117034, 'lng': 174.7233529}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8103544197085, 'lng': 174.7247018802915}, 'southwest': {'lat': -36.8130523802915, 'lng': 174.7220039197085}}}, 'place_id': 'ChIJWVgNNvI4DW0RBxWm066lDcU', 'types': ['subpremise']}]",-36.8117034,174.7233529
29,Devonport Pharmacy Devonport,"33 Victoria Road, Devonport, Auckland 0624",Monday 16 August,2.15 pm - 2.30 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",17-Aug,"[{'address_components': [{'long_name': '33', 'short_name': '33', 'types': ['street_number']}, {'long_name': 'Victoria Road', 'short_name': 'Victoria Rd', 'types': ['route']}, {'long_name': 'Devonport', 'short_name': 'Devonport', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0624', 'short_name': '0624', 'types': ['postal_code']}], 'formatted_address': '33 Victoria Road, Devonport, Auckland 0624, New Zealand', 'geometry': {'location': {'lat': -36.8310738, 'lng': 174.7971905}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8297248197085, 'lng': 174.7985394802915}, 'southwest': {'lat': -36.8324227802915, 'lng': 174.7958415197085}}}, 'place_id': 'ChIJhx3t3dw3DW0R1UlxHAv7d3g', 'plus_code': {'compound_code': '5Q9W+HV Auckland, New Zealand', 'global_code': '4VMP5Q9W+HV'}, 'types': ['street_address']}]",-36.8310738,174.7971905
